page,chunk
6148,38376R-LS-3 .. Government National Mortgage A GNR 2015-H29 JI 1.832% 11/20/65 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6148,38376R-M5-2 .. Government National Mortgage A GNR 2016-H26 BI 1.460% 10/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-MF-0 .. Government National Mortgage A GNR 2015-H29 VI 1.852% 11/20/65 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-N5-1 .. Government National Mortgage A GNR 2016-H26 MI 1.899% 12/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-NG-7 .. Government National Mortgage A GNR 2015-H33 BI 1.679% 12/20/65 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-NN-2 ... Government National Mortgage A GNR 2016-H03 BI 1.775% 01/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6149,38376R-NQ-5 ... Government National Mortgage A GNR 2016-H03 CI 1.189% 11/20/65 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6149,38376R-NX-0 .. Government National Mortgage A GNR 2016-H01 IO 1.627% 12/20/65 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-NY-8 .. Government National Mortgage A GNR 2016-H01 BI 1.458% 11/20/65 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-QF-6 .. Government National Mortgage A GNR 2016-H05 DI 1.606% 02/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-QH-2 ... Government National Mortgage A GNR 2016-H04 AI 1.669% 02/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6149,38376R-RC-2 ... Government National Mortgage A GNR 2016-H07 CI 1.663% 03/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6149,38376R-RP-3 ... Government National Mortgage A GNR 2016-H07 LI 1.541% 01/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6149,38376R-SA-5 .. Government National Mortgage A GNR 2016-H06 MI 1.015% 02/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-SC-1 .. Government National Mortgage A GNR 2016-H06 GI 1.330% 03/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-SY-3 .. Government National Mortgage A GNR 2016-H09 TI 1.774% 04/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-T5-5 .. Government National Mortgage A GNR 2017-H04 KI 1.647% 01/20/67 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-TF-3 .. Government National Mortgage A GNR 2016-H09 AI 1.588% 03/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-UM-6 .. Government National Mortgage A GNR 2016-H10 CI 1.725% 05/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-VB-9 .. Government National Mortgage A GNR 2016-H13 AI 1.521% 03/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-W3-6 .. Government National Mortgage A GNR 2017-H06 CI 1.522% 02/20/67 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-WU-6 .. Government National Mortgage A GNR 2016-H16 IO 2.007% 06/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-WW-2 .. Government National Mortgage A GNR 2016-H15 IO 1.775% 07/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-YZ-3 .. Government National Mortgage A GNR 2016-H21 BI 1.851% 09/20/66 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376R-Z6-6 .. Government National Mortgage A GNR 2017-H08 CI 1.719% 03/20/67 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376X-NE-9 .. Government National Mortgage A GNR 2010-H03 CI 2.063% 03/20/60 ............................................ ..11/01/2025 . Paydown .................... ..................... ..................... .........
6149,38376X-NG-4 .. Government National Mortgage A GNR 2010-H03 DI 2.318% 03/20/60 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38377E-X2-5 .. Government National Mortgage A GNR 2010-H07 BI 2.214% 04/20/60 ............................................ ..11/01/2025 . Paydown .................... ..................... ..................... .........
6149,38377E-X7-4 .. Government National Mortgage A GNR 2010-H07 GI 1.058% 01/20/59 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6149,38378U-8F-7 .. Government National Mortgage A GNR 2015-H04 BI 1.713% 02/20/65 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6150,38380L-C9-2 .. Government National Mortgage A GNR 2019-H15 IL 1.822% 08/20/69 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6150,38380L-VM-2 .. Government National Mortgage A GNR 2019-H10 CI 1.469% 06/20/69 ............................................ ..11/01/2025 . Paydown .................... ..................... ..................... .........
6150,38379R-HB-2 ... Government National Mortgage A GNR 2016-36 IO 0.656% 08/16/57 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6150,38379U-FV-3 .. Government National Mortgage A GNR 2016-24 IO 0.627% 09/16/57 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6151,31392D-L5-9 ... Fannie Mae REMIC Trust 2002-W5 FNW 2002-W5 IO 0.457% 06/25/32 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6151,31394C-7F-3 ... Fannie Mae Grantor Trust 2005- FNGT 2005-T1 A3 5.005% 05/25/35 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ........
6151,31396W-LT-1 .. Fannie Mae REMIC Trust 2007-W5 FNW 2007-W5 1A3 0.010% 06/25/37 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... .........
6151,31396W-LU-8 .. Fannie Mae REMIC Trust 2007-W5 FNW 2007-W5 2A3 0.010% 06/25/37 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... .........
6153,007036-AW-6 .. Adjustable Rate Mortgage Trust ARMT 2004-1 CBIX 0.000% 01/25/35 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6154,02147G-AF-1 .. Alternative Loan Trust 2006-21 CWALT 2006-21CB A6 5.600% 07/25/36 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ......
6155,02149M-AQ-2 .. Alternative Loan Trust 2007-J1 CWALT 2007-J1 2A2 5.800% 03/25/37 ............................................ ..10/25/2025 . Paydown .................... ..................... ..................... .......
6156,02151A-AF-7 .. Alternative Loan Trust 2007-19 CWALT 2007-19 1A6 2.000% 08/25/37 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6156,02151A-AG-5 .. Alternative Loan Trust 2007-19 CWALT 2007-19 1A7 0.010% 08/25/37 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... .......
6156,02151A-AQ-3 .. Alternative Loan Trust 2007-19 CWALT 2007-19 1A15 0.120% 08/25/37 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ......
6156,02151N-AC-6 .. Alternative Loan Trust 2007-18 CWALT 2007-18CB 1A3 0.030% 08/25/37 ............................................ ..11/25/2025 . Paydown .................... ..................... ..................... .....
6157,02660Y-AC-6 .. American Home Mortgage Investm AHM 2006-2 4M1 4.446% 02/25/36 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... ..........
6157,03072S-SB-2 .. Ameriquest Mortgage Securities AMSI 2004-R5 M5 7.521% 07/25/34 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... .........
6157,05530N-BK-2 .. BCAP LLC Trust 2007-AA2 BCAP 2007-AA2 22IO 0.125% 02/28/23 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .............
6160,05946X-YT-4 .. Banc of America Funding 2005-F BAFC 2005-F 1X 0.000% 09/20/35 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6160,05950L-AC-6 .. Banc of America Mortgage 2006- BOAMS 2006-3 1A3 7.200% 10/25/36 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ........
6162,06606F-AK-7 .. BankAmerica Manufactured Housi BAMH 1997-2 AIO 0.150% 04/10/28 ............................................ ..11/10/2025 . Paydown .................... ..................... ..................... .........
6163,073879-TW-8 .. Bear Stearns Asset Backed Secu BSABS 2005-HE4 M4 5.721% 04/25/35 ............................................ ..07/25/2025 . Paydown .................... ..................... ..................... .......
6164,073888-AR-0 .. Bear Stearns Asset Backed Secu BSABS 2006-SD3 2X1 0.000% 07/25/36 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ......
6164,07388C-AF-7 .. Bear Stearns Asset Backed Secu BSABS 2006-HE5 M2 4.326% 06/25/36 ............................................ ..05/27/2025 . Paydown .................... ..................... ..................... .......
6164,07389K-AF-8 .. Bear Stearns ALT-A Trust II 20 BSAAT 2007-1 2X1 0.321% 09/25/47 ............................................ ..09/01/2025 . Paydown .................... ..................... ..................... ........
6164,07401A-AZ-0 .. Bear Stearns Mortgage Funding BSMF 2006-AR2 2B1 4.401% 09/25/46 ............................................ ..09/25/2025 . Paydown .................... ..................... ..................... ........
6165,12489W-NB-6 .. Credit-Based Asset Servicing a CBASS 2005-CB5 M3 4.536% 08/25/35 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... .......
6166,125435-AB-3 ... Reperforming Loan REMIC Trust CWHL 2006-R2 AS 1.864% 07/25/36 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6166,12544A-BP-9 ... CHL Mortgage Pass-Through Trus CWHL 2006-20 X 0.073% 02/25/37 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6166,12545A-AV-6 .. CHL Mortgage Pass-Through Trus CWHL 2007-8 1A20 2.000% 01/25/38 ............................................ ..07/01/2025 . Paydown .................... ..................... ..................... ........
6167,12592U-BA-9 ... CSMLT 2015-1 Trust CSMLT 2015-1 AIOS 0.232% 05/25/45 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .........
6167,12596X-AH-5 .. CSMC 2019-AFC1 Trust CSMC 2019-AFC1 AIOS 0.000% 07/25/49 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6167,12638P-CB-3 .. CSMC Mortgage-Backed Trust 200 CSMC 2007-3 4A12 6.750% 04/25/37 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... ........
6167,126405-AM-1 .. CSMC 2020-RPL4 Trust CSMC 2020-RPL4 AIOS 0.300% 01/25/60 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6167,126405-AN-9 .. CSMC 2020-RPL4 Trust CSMC 2020-RPL4 XS 1.482% 01/25/60 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ........
6167,126405-AQ-2 .. CSMC 2020-RPL4 Trust CSMC 2020-RPL4 SA 0.000% 01/25/60 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ........
6168,12646B-CE-8 .. CSMC Series 2012-2R CSMC 2012-2R 2AC 0.000% 03/27/47 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6168,12646U-AX-6 .. CSMC Trust 2013-IVR1 CSMC 2013-IVR1 A8X1 0.500% 03/25/43 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6168,12646U-AY-4 .. CSMC Trust 2013-IVR1 CSMC 2013-IVR1 A8X2 0.474% 03/25/43 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6168,12646W-AW-4 .. CSMC Trust 2013-IVR2 CSMC 2013-IVR2 AIOS 0.000% 04/25/43 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6168,12647J-BU-5 .. CSMC Trust 2013-HYB1 CSMC 2013-HYB1 AIOS 0.232% 04/25/43 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6168,12647M-BM-6 .. CSMC Trust 2013-6 CSMC 2013-6 1X14 0.220% 07/25/28 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ............
6168,12647M-DX-0 .. CSMC Trust 2013-6 CSMC 2013-6 IOS1 0.000% 07/25/28 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ............
6168,12647P-AE-8 .. CSMC Trust 2013-7 CSMC 2013-7 AX1 0.052% 08/25/43 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .............
6168,12648H-BG-9 .. CSMC Trust 2014-IVR2 CSMC 2014-IVR2 AIOS 0.232% 04/25/44 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6168,12648T-AV-1 .. CSMC Trust 2014-IVR3 CSMC 2014-IVR3 AIOS 0.232% 07/25/44 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6168,12649K-AR-8 .. CSMC Trust 2015-WIN1 CSMC 2015-WIN1 AX5 0.500% 12/25/44 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .......
6168,12649K-AS-6 .. CSMC Trust 2015-WIN1 CSMC 2015-WIN1 AX6 0.500% 12/25/44 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .......
6168,12649K-AZ-0 .. CSMC Trust 2015-WIN1 CSMC 2015-WIN1 AIOS 0.232% 12/25/44 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6168,12649N-AA-9 .. CSMC Trust 2015-1 CSMC 2015-1 AX5 0.378% 01/25/45 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .............
6168,12649N-AX-9 .. CSMC Trust 2015-1 CSMC 2015-1 AIOS 0.232% 01/25/45 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ............
6168,12649Q-CA-0 .. CSMC Series 2015-2R CSMC 2015-2R 8AC 0.000% 04/27/30 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6168,12649R-AK-8 .. CSMC Trust 2015-2 CSMC 2015-2 AX4 0.500% 02/25/45 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .............
6168,12649R-BA-9 .. CSMC Trust 2015-2 CSMC 2015-2 AIOS 0.232% 02/25/45 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ............
6169,12649X-AA-7 .. CSMC Trust 2015-3 CSMC 2015-3 AX3 0.299% 03/25/45 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .............
6169,12649X-BG-3 .. CSMC Trust 2015-3 CSMC 2015-3 AIOS 0.232% 03/25/45 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ............
6169,12650U-AA-9 .. CSMLT 2015-3 Trust CSMLT 2015-3 1AX2 0.388% 11/25/45 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6169,12650U-AL-5 .. CSMLT 2015-3 Trust CSMLT 2015-3 2AX2 0.000% 10/25/30 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6169,12651Y-AW-2 .. CSMC 2017-RPL3 Trust CSMC 2017-RPL3 AIOS 0.000% 08/01/57 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6169,12659A-AE-6 .. CSMC 2021-RPL11 Trust CSMC 2021-RP11 AIOS 0.200% 10/25/61 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .....
6169,12661N-AK-0 .. CSMC 2022-NQM3 Trust CSMC 2022-NQM3 AIOS 0.002% 03/25/67 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6169,12661N-AL-8 .. CSMC 2022-NQM3 Trust CSMC 2022-NQM3 XS 0.000% 03/25/67 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ........
6169,12661X-BU-5 .. CSMC 2021-INV1Trust CSMC 2021-INV1 AIOS 0.040% 07/25/56 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .......
6171,12667G-7G-2 .. Alternative Loan Trust 2005-46 CWALT 2005-46CB A13 4.800% 10/25/35 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... .....
6174,126694-JH-2 ... Reperforming Loan REMIC Trust CWHL 2005-R3 AS 1.655% 09/25/35 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6175,126694-V9-6 .. Alternative Loan Trust 2006-OA CWALT 2006-OA2 X2 0.000% 05/20/46 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6176,12670F-AF-7 .. CWABS Asset-Backed Certificate CWL 2007-9 M1 4.106% 06/25/47 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... ...........
6179,17312V-AW-8 .. Citigroup Mortgage Loan Trust CMLTI 2007-6 2A5 2.804% 05/25/37 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... .........
6180,17322N-AH-7 .. Citigroup Mortgage Loan Trust CMLTI 2014-J1 AIO 0.138% 06/25/44 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6180,22540V-BW-1 .. Credit Suisse First Boston Mor CSFB 2001-HE20 AIO 11.617% 04/25/32 ........................................... ..12/25/2025 . Paydown .................... ..................... ..................... ......
6180,22540V-CR-1 ... Credit Suisse First Boston Mor CSFB 2001-HE22 AIO 11.617% 02/25/32 ........................................... ..12/25/2025 . Paydown .................... ..................... ..................... .....
6180,22541N-PQ-6 ... CSFB Mortgage-Backed Pass-Thro CSFB 2002-29 AX 7.000% 10/25/32 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6180,22541N-TX-7 .. Credit Suisse First Boston Mor CSFB 2002-30 2X 7.000% 11/25/32 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6180,22541S-ED-6 ... Credit Suisse First Boston Mor CSFB 2004-AR3 3X 0.685% 04/25/34 ............................................ ..02/01/2025 . Paydown .................... ..................... ..................... .......
6180,22541S-FK-9 ... CSFB Mortgage-Backed Pass-Thro CSFB 2004-AR4 2X 0.306% 05/25/34 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6181,22541S-JQ-2 ... CSFB Mortgage-Backed Pass-Thro CSFB 2004-AR5 2X 0.197% 06/25/34 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6181,22541S-JR-0 ... CSFB Mortgage-Backed Pass-Thro CSFB 2004-AR5 9X 0.301% 06/25/34 ............................................ ..11/01/2025 . Paydown .................... ..................... ..................... .......
6181,22541S-QT-8 ... CSFB Mortgage-Backed Trust Ser CSFB 2004-AR6 CB1X 0.081% 10/25/34 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .....
6181,225458-5X-2 ... CSFB Mortgage-Backed Pass-Thro CSFB 2005-9 4A4 0.050% 10/25/35 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ........
6181,225458-PP-7 ... CSFB Mortgage-Backed Pass-Thro CSFB 2005-4 2A2 0.100% 06/25/35 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ........
6181,225458-PV-4 ... CSFB Mortgage-Backed Pass-Thro CSFB 2005-4 2A8 0.150% 06/25/35 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ........
6181,225470-SD-6 ... Credit Suisse First Boston Mor CSFB 2005-12 DX1 6.500% 01/25/36 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6181,225492-AJ-6 ... CSMC Series 2008-2R CSMC 2008-2R 2A3 6.000% 07/25/37 ..................................................... ..12/26/2025 . Paydown .................... ..................... ..................... .........
6181,2254W0-EP-6 .. Credit Suisse First Boston Mor CSFB 2002-34 AX 6.500% 01/25/33 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6181,2254W0-GA-7 .. Credit Suisse First Boston Mor CSFB 2003-1 1X 7.000% 02/25/33 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6181,2254W0-PS-8 ... Credit Suisse First Boston Mor CSFB 2005-11 5X 5.250% 02/28/23 ............................................ ..06/02/2025 . Paydown .................... ..................... ..................... ........
6182,22942J-AU-7 ... CSMC Mortgage-Backed Trust 200 CSMC 2006-6 DX 6.500% 07/25/36 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6182,22944B-AG-3 ... CSMC Mortgage-Backed Trust 200 CSMC 2007-5 1A7 0.000% 08/25/37 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6182,22944P-AH-0 ... CSMC Trust 2013-TH1 CSMC 2013-TH1 AIOS 0.230% 02/25/43 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .......
6182,23244F-AD-6 ... Alternative Loan Trust 2006-J7 CWALT 2006-J7 2X2A 0.053% 11/20/46 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .....
6182,23244F-AU-8 ... Alternative Loan Trust 2006-J7 CWALT 2006-J7 2X2B 0.000% 11/20/46 ............................................ ..09/01/2025 . Paydown .................... ..................... ..................... .....
6182,23323C-BZ-7 ... DLJ ABS Trust Series 2000-5 DLJAB 2000-5 AIO 0.160% 09/25/30 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6184,32051G-2Y-0 .. First Horizon Alternative Mort FHAMS 2006-FA2 1A4 5.500% 05/25/36 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ......
6184,32051G-BU-8 .. First Horizon Alternative Mort FHAMS 2004-AA5 2A2 0.125% 12/25/34 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ......
6184,32052W-AJ-8 .. First Horizon Alternative Mort FHAMS 2007-FA4 1A9 0.000% 08/25/37 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ......
6184,35729P-HQ-6 ... Fremont Home Loan Trust 2005-A FHLT 2005-A M5 4.896% 01/25/35 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... .........
6186,362341-4V-8 .. GSAMP Trust 2006-HE1 GSAMP 2006-HE1 M3 4.506% 01/25/36 ..................................................... ..12/26/2025 . Paydown .................... ..................... ..................... ........
6188,36298N-BX-1 .. GSR Mortgage Loan Trust 2006-7 GSR 2006-7F 5A2 7.100% 08/25/36 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... .........
6191,45660L-6K-0 .. Residential Asset Securitizati RAST 2006-A1 1A3 6.000% 04/25/36 ............................................ ..08/01/2025 . Paydown .................... ..................... ..................... ........
6192,45660L-WS-4 .. IndyMac INDX Mortgage Loan Tru INDX 2005-AR18 1X 0.000% 10/25/36 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6193,456654-AB-8 .. IndyMac IMJA Mortgage Loan Tru IMJA 2007-A2 1A2 6.000% 10/25/37 ............................................ ..07/01/2025 . Paydown .................... ..................... ..................... ........
6197,46630L-AJ-3 .. JP Morgan Mortgage Acquisition JPMAC 2007-CH1 MF2 4.421% 11/25/36 ............................................ ..11/01/2025 . Paydown .................... ..................... ..................... ......
6198,46641C-BM-2 .. JP Morgan Mortgage Trust 2014- JPMMT 2014-1 2AX 0.030% 01/25/44 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6198,52521H-BF-9 ... Lehman Mortgage Trust 2006-9 LMT 2006-9 2A2 6.620% 01/25/37 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ...........
6199,52522Q-AU-6 ... Lehman Mortgage Trust 2007-10 LMT 2007-10 3A8 6.500% 12/25/37 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6201,585525-FD-5 ... Mellon Residential Funding Cor MRFC 2001-TBC1 X 0.586% 11/15/31 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6201,59020U-3Z-6 .. Merrill Lynch Mortgage Investo MLMI 2006-WMC1 M1 4.431% 01/25/37 ............................................ ..11/25/2025 . Paydown .................... ..................... ..................... .......
6202,61690T-AH-6 .. Morgan Stanley Resecuritizatio MSRR 2015-R3 4B 8.000% 04/26/47 ............................................ ..10/01/2025 . Paydown .................... ..................... ..................... .........
6203,61690T-AK-9 .. Morgan Stanley Resecuritizatio MSRR 2015-R3 5B 8.500% 04/26/47 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6203,61748H-KM-2 .. Morgan Stanley Mortgage Loan T MSM 2005-4 6A2 7.200% 08/25/35 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ..........
6203,61748H-QX-2 .. Morgan Stanley Mortgage Loan T MSM 2005-9AR 1X 0.000% 12/25/35 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .........
6204,61748L-AF-9 .. Morgan Stanley ABS Capital I I MSAC 2006-NC4 M1 4.266% 06/25/36 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... ........
6206,62923J-AJ-1 ... NMLT 2021-INV1 Trust NLT 2021-INV1 AIOS 0.500% 05/25/56 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ......
6207,65537M-AF-3 .. Nomura Home Equity Loan Inc NHELI 2007-2 M1 4.311% 01/25/37 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... ............
6208,69121E-AG-3 .. Ownit Mortgage Loan Trust Seri OWNIT 2006-5 M1 4.281% 07/25/37 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... .........
6209,74922K-AB-1 .. RALI Series 2007-QS1 Trust RALI 2007-QS1 1A2 5.450% 01/25/37 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ...........
6209,74923J-AH-0 ... RALI Series 2007-QS5 Trust RALI 2007-QS5 A8 6.700% 03/25/37 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ...........
6210,751151-AK-7 .. RALI Series 2006-QS12 Trust RALI 2006-QS12 2A6 0.450% 09/25/36 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... .........
6210,751151-AM-3 .. RALI Series 2006-QS12 Trust RALI 2006-QS12 2A8 0.300% 09/25/36 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... .........
6211,76110G-P4-7 .. RALI Series 2002-QS13 Trust RALI 2002-QS13 A8 8.100% 02/28/23 ............................................ ..08/25/2025 . Paydown .................... ..................... ..................... ..........
6212,761118-UZ-9 .. RALI Series 2006-QS2 Trust RALI 2006-QS2 1A18 0.020% 02/25/36 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... ..........
6212,761119-AF-3 .. Residential Asset Securitizati RAST 2006-A8 2A1 6.500% 08/25/36 ............................................ ..07/01/2025 . Paydown .................... ..................... ..................... ........
6212,761119-AQ-9 .. Residential Asset Securitizati RAST 2006-A8 3A2 6.000% 08/25/36 ............................................ ..09/01/2025 . Paydown .................... ..................... ..................... ........
6212,761128-BM-8 .. Residential Asset Securitizati RAST 2007-A8 2A6 6.250% 08/25/37 ............................................ ..07/01/2025 . Paydown .................... ..................... ..................... ........
6212,76112H-AC-1 .. Residential Asset Securitizati RAST 2006-A9CB A3 3.284% 09/25/36 ............................................ ..12/25/2025 . Paydown .................... ..................... ..................... .......
6212,76113N-AQ-6 .. Residential Asset Securitizati RAST 2006-A7CB 3A2 6.500% 07/25/36 ............................................ ..08/01/2025 . Paydown .................... ..................... ..................... ......
6212,76114B-AJ-7 .. Residential Asset Securitizati RAST 2006-A14C 2A5 6.000% 12/25/36 ............................................ ..11/01/2025 . Paydown .................... ..................... ..................... ......
6212,76114T-AB-5 .. Residential Asset Securitizati RAST 2007-R1 A2 6.250% 04/25/37 ............................................ ..07/01/2025 . Paydown .................... ..................... ..................... .........
6214,81744F-GP-6 .. Sequoia Mortgage Trust 2005-1 SEMT 2005-1 XA 0.050% 02/20/35 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ...........
6214,81745N-AG-4 .. Sequoia Mortgage Trust 2014-1 SEMT 2014-1 2AIO 0.243% 04/25/44 ............................................ ..12/26/2025 . Paydown .................... ..................... ..................... .........
